0x0000	pl#
0x9080	overchargeviewkickscale
0x9081	overcook_func
0x9082	overhead_heli_flyby
0x9083	overheated
0x9084	overheattime
0x9085	overlay
0x9086	overlay_clear
0x9087	overlook_group_spawn_func
0x9088	overlook_interact
0x9089	overlook_patrol_animate
0x908a	overlook_suv_behavior
0x908b	overlook_suv_comment
0x908c	overlook_truck_behavior
0x908d	overlookdoor
0x908e	overlookenemies
0x908f	overlookpatrol1
0x9090	overlookpatrol2
0x9091	overlooksuv
0x9092	overlooktruck
0x9093	overlookvehicle
0x9094	override_ambush_vehicle_ai_loadout
0x9095	override_bc_playername
0x9096	override_box_moving_platform_death
0x9097	override_class_function
0x9098	override_corpse_detect_dist
0x9099	override_corpse_found_dist
0x909a	override_corpse_sight_dist
0x909b	override_crawl_death_anims
0x909c	override_damage_auto_range
0x909d	override_damage_sight_range
0x909e	override_find_camp_node
0x909f	override_move_with_purpose
0x90a0	override_nvg_with_extraction_on_dpad
0x90a1	override_passive_wave_spawning_spawners
0x90a2	override_spawn_scoring_for_module_struct
0x90a3	override_spawner_aitypes
0x90a4	override_unresolved_collision
0x90a5	override_vehicle_fx
0x90a6	overridebroslot
0x90a7	overridecapturestring
0x90a8	overridecovercrouchnodetype
0x90a9	overridecrateusetime
0x90aa	overridedeathreset
0x90ab	overrideheadicon
0x90ac	overridehintstring
0x90ad	overrideingraceperiod
0x90ae	overridekillstreakcrateweight
0x90af	overrideminimapicon
0x90b0	overridenextstep
0x90b1	overrideprogressteam
0x90b2	overrider
0x90b3	overridererollstring
0x90b4	overriderig
0x90b5	overrides
0x90b6	overridesupportsreroll
0x90b7	overridetaunt
0x90b8	overridetimelimitclock
0x90b9	overridevelocity
0x90ba	overrideviewkickscale
0x90bb	overrideviewkickscalepistol
0x90bc	overrideviewkickscalesniper
0x90bd	overridevisionsetnightforlevel
0x90be	overridewarningindex
0x90bf	overridewatchdvars
0x90c0	overrideweapon
0x90c1	overrideweaponspeed_speedscale
0x90c2	overrun_gate_mob
0x90c3	overshoot_next_node
0x90c4	overtime
0x90c5	overtimescorewinoverride
0x90c6	overtimethread
0x90c7	overtimetotal
0x90c8	overwatch
0x90c9	overwatch_aim_callout_think
0x90ca	overwatch_boss
0x90cb	overwatch_camera_point
0x90cc	overwatch_camera_zoom_max_delta
0x90cd	overwatch_cleanup
0x90ce	overwatch_control_up_offset
0x90cf	overwatch_disengage_think
0x90d0	overwatch_door_locked_think
0x90d1	overwatch_emp_free
0x90d2	overwatch_emp_high
0x90d3	overwatch_emp_low
0x90d4	overwatch_enemy_callout_think
0x90d5	overwatch_fusebox_callout_think
0x90d6	overwatch_get_target_in_circle_omnvar_value
0x90d7	overwatch_hvt_callout_think
0x90d8	overwatch_hvt_nag_think
0x90d9	overwatch_hvt_sight_callout_think
0x90da	overwatch_init
0x90db	overwatch_interaction
0x90dc	overwatch_interior_think
0x90dd	overwatch_kill_callout_think
0x90de	overwatch_landmark_callout_think
0x90df	overwatch_noteworthy_init
0x90e0	overwatch_noteworthy_priority
0x90e1	overwatch_obj_nag_think
0x90e2	overwatch_radar_control
0x90e3	overwatch_radio_think
0x90e4	overwatch_request_end
0x90e5	overwatch_request_types
0x90e6	overwatch_requests
0x90e7	overwatch_screen_transition
0x90e8	overwatch_setup
0x90e9	overwatch_sniper_assist_think
0x90ea	overwatch_stance_think
0x90eb	overwatch_tanks
0x90ec	overwatch_target_marker_group_id
0x90ed	overwatch_transition_screen
0x90ee	ownercaptureobject
0x90ef	ownerdamageenabled
0x90f0	ownerdisconnectcleanup
0x90f1	ownerdisconnected
0x90f2	ownerhintstring
0x90f3	ownerid
0x90f4	ownerinstancelimitmessages
0x90f5	ownerinstancelimits
0x90f6	ownerinvisible
0x90f7	ownerjoinedteam
0x90f8	ownermonitor
0x90f9	owners
0x90fa	ownersattacker
0x90fb	ownerteam
0x90fc	ownerteamcaps
0x90fd	ownerteamid
0x90fe	ownertrigger
0x90ff	ownerusehintstring
0x9100	ownerusetime
0x9101	ownervehicle
0x9102	ownthenight_achievement_think
0x9103	ownthenight_deathcount
0x9104	ownthenight_spawner_think
0x9105	ownthenight_spawners
0x9106	p_ent_skip_fov
0x9107	p_ent_snake_cam
0x9108	p_ent_zones
0x9109	p_mover
0x910a	p1
0x910b	p1_intel_after_spawn_func
0x910c	p1_intel_death_func
0x910d	p2
0x910e	p3
0x910f	p4
0x9110	pacifist_override
0x9111	pacify_allies
0x9112	pack
0x9113	packdamagedata
0x9114	packstatintoextrainfo
0x9115	pacsentrybeginuse
0x9116	padding
0x9117	page
0x9118	paidout
0x9119	pain_can_use_handler
0x911a	pain_management
0x911b	pain_protection
0x911c	pain_protection_check
0x911d	pain_setflaggedanimknob
0x911e	pain_setflaggedanimknoballrestart
0x911f	pain_setflaggedanimknobrestart
0x9120	pain_test
0x9121	pain_threshold_watcher
0x9122	pain_vo
0x9123	painai
0x9124	painanimfaceenemy
0x9125	painattacker
0x9126	painbreathloopsplayed
0x9127	paincanend
0x9128	paindamage
0x9129	paindeathnotify
0x912a	painhandler
0x912b	paininternal
0x912c	painloc
0x912d	painoldturnrate
0x912e	painonstairs
0x912f	painpitchdifftolerance
0x9130	painsize
0x9131	painsound
0x9132	paintadd
0x9133	painted
0x9134	painter_clean_me
0x9135	painter_init
0x9136	painter_initvars
0x9137	painter_max
0x9138	painter_player
0x9139	painter_startgroup
0x913a	paintime
0x913b	painvision_replacement
0x913c	painyawdiffclosedistsq
0x913d	painyawdiffclosetolerance
0x913e	painyawdifffartolerance
0x913f	palfa_lights_thread
0x9140	pallet_light_lerps
0x9141	pallet_lights
0x9142	pallet_scriptables
0x9143	pallet_smash
0x9144	palm_tree_swap
0x9145	palm_tree_swap_02
0x9146	palm_trees
0x9147	palm_trees_init
0x9148	palmtree_notify_delay
0x9149	panelwidth
0x914a	pap
0x914b	pap_1_camo
0x914c	pap_2_camo
0x914d	pap_firsttime
0x914e	pap_gesture
0x914f	pap_gesture_anim
0x9150	pap_max
0x9151	pap_room_func
0x9152	pap_unlocked
0x9153	paping_weapon
0x9154	parachute
0x9155	parachute_audio
0x9156	parachute_idle
0x9157	parachute_idle_internal
0x9158	parachute_land_origin
0x9159	parachute_move
0x915a	parachute_weapon
0x915b	parachuteautoopen
0x915c	parachutecomplete
0x915d	parachutecompletecb
0x915e	parachutecompletedefault
0x915f	parachutedamagemonitor
0x9160	parachuteendtime
0x9161	parachuteinitfinished
0x9162	parachutemidairdeathwatcher
0x9163	parachuteopencb
0x9164	parachuteopendefault
0x9165	parachuterestoreweaponscb
0x9166	parachutetakeweaponscb
0x9167	parachuteupdater
0x9168	parachutewatchimpact
0x9169	parachuting
0x916a	param
0x916b	param1
0x916c	param2
0x916d	param3
0x916e	param4
0x916f	param5
0x9170	param6
0x9171	param7
0x9172	param8
0x9173	paramreflist
0x9174	params
0x9175	params_default
0x9176	paratrooper_logic
0x9177	paratrooper_spawnfunc
0x9178	paratroopers_allowed
0x9179	parent
0x917a	parent_bombpuzzle
0x917b	parent_menu
0x917c	parent_spawner_disable_after_count
0x917d	parent_struct
0x917e	parent_wire
0x917f	parentchannel
0x9180	parentencounter
0x9181	parentgroup
0x9182	parentspawnstruct
0x9183	parentstate
0x9184	parentstruct
0x9185	parenttag
0x9186	parenttripwires
0x9187	parm1
0x9188	parm2
0x9189	parm3
0x918a	parm4
0x918b	parms
0x918c	parse_consumables_table
0x918d	parse_eog_tracking_table
0x918e	parse_noteworthy_values
0x918f	parse_vo_table
0x9190	parse_weapons_table
0x9191	parseattachdefaulttoidmap
0x9192	parsed
0x9193	parseflagassignmentstring
0x9194	parsehackingtable
0x9195	parsehelipathlength
0x9196	parselocationaliases
0x9197	parseobjectivestable
0x9198	parsepathlength
0x9199	parserelicstable
0x919a	parsestreaktable
0x919b	part
0x919c	part_main
0x919d	parthealth
0x919e	partialgestureplaying
0x919f	participants
0x91a0	participation
0x91a1	participation_point_cap
0x91a2	participation_point_flattenovertime
0x91a3	partindex
0x91a4	partnames
0x91a5	partnamesview
0x91a6	partner
0x91a7	partnerheli
0x91a8	parts
0x91a9	parts_map
0x91aa	pass
0x91ab	pass_dialoguelogic
0x91ac	pass_dot
0x91ad	pass_enemiesdialoguelogic
0x91ae	pass_enemieslogic
0x91af	pass_enemydoglogic
0x91b0	pass_farahpathlogic
0x91b1	pass_icon
0x91b2	pass_icon_offset
0x91b3	pass_main
0x91b4	pass_or_throw_active
0x91b5	pass_spawnenemies
0x91b6	pass_start
0x91b7	pass_target
0x91b8	pass_vehicleslogic
0x91b9	passed
0x91ba	passed_2
0x91bb	passed_all_sky_traces
0x91bc	passed_kill_off_time_checks
0x91bd	passenger
0x91be	passenger_2_turret_func
0x91bf	passenger_shooting
0x91c0	passengers
0x91c1	passes_forward_check
0x91c2	passive_kill_off_ai
0x91c3	passive_kill_off_loop
0x91c4	passive_melee_kill_damage
0x91c5	passive_regen_on_kill_count
0x91c6	passive_visor_detonation_activate
0x91c7	passive_wave_settings
0x91c8	passivedeathwatcher
0x91c9	passiveindex
0x91ca	passivemap
0x91cb	passivenukekillcount
0x91cc	passiveparsetable
0x91cd	passiverandomperkskillcount
0x91ce	passives
0x91cf	passivestringref
0x91d0	passiveuses
0x91d1	passivevalues
0x91d2	passoutthreshold
0x91d3	passouttime
0x91d4	passplayer
0x91d5	passtargetent
0x91d6	passtargetoutlineid
0x91d7	passtime
0x91d8	past_loc_think
0x91d9	past_locs
0x91da	paste_ents
0x91db	pastmarkedentindex
0x91dc	pastmarkedents
0x91dd	patch_far
0x91de	patch_far_notify
0x91df	patch_new
0x91e0	patch_new2
0x91e1	patch_new3
0x91e2	patch_new4
0x91e3	patch_wait
0x91e4	patch_wait_frameend
0x91e5	patch_weapons_on_rack
0x91e6	path
0x91e7	path_claimed
0x91e8	path_gobbler
0x91e9	path_jitter
0x91ea	path_node_debug_info
0x91eb	path_node_table
0x91ec	path_nodes
0x91ed	path_points
0x91ee	path_positions
0x91ef	path_start_points
0x91f0	path_think
0x91f1	path_vector
0x91f2	patharray
0x91f3	patharrayindex
0x91f4	pathdataavailable
0x91f5	pathdir
0x91f6	pathduration
0x91f7	pathgoal
0x91f8	pathing_array
0x91f9	pathing_arrays
0x91fa	pathing_index
0x91fb	pathpoints
0x91fc	pathrandompercent_reset
0x91fd	pathrandompercent_set
0x91fe	pathrandompercent_zero
0x91ff	paths
0x9200	pathsdisconnected
0x9201	pathstart
0x9202	patrol_chooseanim_custom
0x9203	patrol_chooseidlereact
0x9204	patrol_choosestationaryturnanim
0x9205	patrol_custom_face_angle
0x9206	patrol_enemy_watcher
0x9207	patrol_finisharrival
0x9208	patrol_flag_wait
0x9209	patrol_getcustomfunc
0x920a	patrol_getstationaryturnangle
0x920b	patrol_hascustomanim
0x920c	patrol_hasflashlightout
0x920d	patrol_idle_callcustomcallback
0x920e	patrol_idle_cleanup
0x920f	patrol_idle_custom_cleanup
0x9210	patrol_idle_custom_init
0x9211	patrol_idle_getnotehandler
0x9212	patrol_idle_init
0x9213	patrol_idle_istype
0x9214	patrol_idle_setupreaction
0x9215	patrol_idle_shouldabort
0x9216	patrol_idle_shouldreact
0x9217	patrol_idle_shouldsittingabort
0x9218	patrol_idlesitting_checkforcoverarrivalcomplete
0x9219	patrol_iscustomanimdefaultvalue
0x921a	patrol_isidlecurious
0x921b	patrol_isnotidlecurious
0x921c	patrol_magicflashlightdetach
0x921d	patrol_magicflashlighton
0x921e	patrol_moveplaybackrate
0x921f	patrol_movetransition_check
0x9220	patrol_needtostopforpath
0x9221	patrol_needtoturntohuntlookaround
0x9222	patrol_notehandler_cellphone
0x9223	patrol_notehandler_drinking
0x9224	patrol_notehandler_smoking
0x9225	patrol_nothasflashlightout
0x9226	patrol_notshouldinvestigatelookaround
0x9227	patrol_one_go
0x9228	patrol_path
0x9229	patrol_playanim
0x922a	patrol_playanim_idle
0x922b	patrol_playanim_idlecurious
0x922c	patrol_playanim_idlecurious_facelastknownhelper
0x922d	patrol_playanim_idlestationaryturn
0x922e	patrol_playanim_pulloutflashlight
0x922f	patrol_playanim_randomrate
0x9230	patrol_playdeathanim_sitting
0x9231	patrol_playidle_custom_terminate
0x9232	patrol_playidleend
0x9233	patrol_playidleend_custom
0x9234	patrol_playidleintro
0x9235	patrol_playidleintro_custom
0x9236	patrol_playidleloop
0x9237	patrol_playidleloop_custom
0x9238	patrol_playidlereact
0x9239	patrol_playidlereact_custom
0x923a	patrol_playidlesittingloop
0x923b	patrol_playidlesittingloop_cellphone
0x923c	patrol_playidlesittingloop_cleanup
0x923d	patrol_playidlesittingloop_laptop
0x923e	patrol_playidlesittingloop_pistolclean
0x923f	patrol_playidlesittingloop_prop_cleanup
0x9240	patrol_playidlesittingloop_sleeping
0x9241	patrol_playidlesittingloop_sleeping_cleanup
0x9242	patrol_playidlesittingreact
0x9243	patrol_prop_cleanup
0x9244	patrol_prop_delete
0x9245	patrol_prop_waitfordelete
0x9246	patrol_radius
0x9247	patrol_react_last
0x9248	patrol_react_magnitude
0x9249	patrol_react_pos
0x924a	patrol_react_time
0x924b	patrol_reactendswithmove
0x924c	patrol_return_offset
0x924d	patrol_shouldarrival_examine
0x924e	patrol_shouldcombatrereact
0x924f	patrol_shoulddostationaryturn
0x9250	patrol_shouldidleanim
0x9251	patrol_shouldinvestigatelookaround
0x9252	patrol_shouldpulloutflashlight
0x9253	patrol_shouldputawayflashlight
0x9254	patrol_shouldreact
0x9255	patrol_shouldusehuntexit
0x9256	patrol_smoking_blowsmoke
0x9257	patrol_smoking_cleanup
0x9258	patrol_spawn_func
0x9259	patrol_state
0x925a	patrol_state_text_handler
0x925b	patrol_stationaryturnfixupthread
0x925c	patrol_stop
0x925d	patrol_using_cover_nodes
0x925e	patrolfield
0x925f	patroller_final_vol
0x9260	patrolparams
0x9261	patrolreact_terminate
0x9262	patrolscore
0x9263	patrolshouldstop
0x9264	patroltarget
0x9265	pause_all_other_groups
0x9266	pause_between_vo
0x9267	pause_chatter
0x9268	pause_count
0x9269	pause_flag_monitor
0x926a	pause_globalthreat_timer
0x926b	pause_group_by_group_name
0x926c	pause_group_by_id
0x926d	pause_hacking
0x926e	pause_nag_vo
0x926f	pause_remind
0x9270	pause_reminders
0x9271	pause_spawner_scoring
0x9272	pause_time
0x9273	pause_timer
0x9274	pause_turbulence
0x9275	pause_vo_system
0x9276	pauseballtimer
0x9277	pausecountdowntimer
0x9278	paused
0x9279	pauseeffect
0x927a	pauseexploder
0x927b	pausemax
0x927c	pausemenu_think
0x927d	pausemin
0x927e	pausescoring
0x927f	pausesuperpointsovertime
0x9280	pausetacopscounter
0x9281	pausetacopstime
0x9282	pausetacopstimer
0x9283	pausetacopstimestarted
0x9284	pausetimer
0x9285	pausetimerecord
0x9286	pausing_bot_connect_monitor
0x9287	pavelowmadeselectionvo
0x9288	payloadspawnsets
0x9289	payoutbet
0x928a	payoutremainingbets
0x928b	pc_force_fov
0x928c	peeklooktimer_canstarttime
0x928d	pelletdmg
0x928e	pendingarchiverequest
0x928f	pentadvanced
0x9290	pentadvancedoptions
0x9291	pentdelaysetmodel
0x9292	pentmodel
0x9293	pentparams
0x9294	pentparamsdefined
0x9295	pentskipfov
0x9296	pep_talk_breakout
0x9297	pep_talk_reach_and_idle
0x9298	peptalk_counter
0x9299	per_regen_amount
0x929a	perfect_player_info
0x929b	perfectenemyinfo
0x929c	perferred_crash_location
0x929d	perform_courtyard_breach
0x929e	perform_state_change
0x929f	performfailsafeinfil
0x92a0	performoperation
0x92a1	perimeter_light_ondeath
0x92a2	period_max
0x92a3	period_min
0x92a4	periodic_ac130_strikes
0x92a5	periodic_airstrikes
0x92a6	periph_traffic
0x92a7	periph_vehicle_driver
0x92a8	periph_vehicle_driver_delete_handler
0x92a9	periph_vehicle_loop_new
0x92aa	perk
0x92ab	perk_adsmarktarget_check
0x92ac	perk_adsmarktarget_confirmtargetandmark
0x92ad	perk_adsmarktarget_think
0x92ae	perk_adstargetmark_disconnectcleanupthink
0x92af	perk_data
0x92b0	perk_doorsense_othersideofdoorcheck
0x92b1	perk_doorsense_outlinedoor
0x92b2	perk_doorsense_outlineenemies
0x92b3	perk_doorsense_trackoutlinedisable
0x92b4	perk_doorsensethink
0x92b5	perk_getbulletdamagescalar
0x92b6	perk_getexplosivedamagescalar
0x92b7	perk_getmaxhealth
0x92b8	perk_getmeleescalar
0x92b9	perk_getmovespeedscalar
0x92ba	perk_getoffhandcount
0x92bb	perk_getrevivedamagescalar
0x92bc	perk_getrevivetimescalar
0x92bd	perk_init
0x92be	perk_trackadsmarktargetoutline
0x92bf	perk_type
0x92c0	perkdata
0x92c1	perkengineer_manageminimap
0x92c2	perkengineerset
0x92c3	perkfuncs
0x92c4	perkicon
0x92c5	perklevel
0x92c6	perkname
0x92c7	perkoutlined
0x92c8	perkoutlinekillstreaksset
0x92c9	perkpackage_awardperkpackageupgrade
0x92ca	perkpackage_checkifready
0x92cb	perkpackage_forceusesuper
0x92cc	perkpackage_getfirstfieldupgrade
0x92cd	perkpackage_getperkicon
0x92ce	perkpackage_getsecondfieldupgrade
0x92cf	perkpackage_givedebug
0x92d0	perkpackage_giveimmediate
0x92d1	perkpackage_initperkpackages
0x92d2	perkpackage_initpersdata
0x92d3	perkpackage_isreadytoupgrade
0x92d4	perkpackage_openselect
0x92d5	perkpackage_reset
0x92d6	perkpackage_setstate
0x92d7	perkpackage_updateifchanged
0x92d8	perkpackage_waitforsupercanceled
0x92d9	perkpackage_waitforsuperfinish
0x92da	perkpackage_waitforsuperfinishinternal
0x92db	perkpackagedata
0x92dc	perkpackagelist
0x92dd	perkpackagemenu_canactivatesuper
0x92de	perkpackagemenu_closeinputthink
0x92df	perkpackagemenu_disableoffhanduse
0x92e0	perkpackagemenu_menuthink
0x92e1	perkpackagemenu_openmenu
0x92e2	perkpointsonkill
0x92e3	perkpointspercentageplayersalive
0x92e4	perkpointspickup
0x92e5	perkrechargeequipmentplayers
0x92e6	perkref
0x92e7	perks
0x92e8	perksblocked
0x92e9	perksbyid
0x92ea	perksenabled
0x92eb	perksetfuncs
0x92ec	perksperkname
0x92ed	perktable
0x92ee	perktable_add
0x92ef	perktable_costs
0x92f0	perkunsetfuncs
0x92f1	perkusedeathtracker
0x92f2	perkwatcher
0x92f3	perkweaponlaseroffforswitchstart
0x92f4	perkweaponlaseron
0x92f5	permanent
0x92f6	permanent_notify_handler
0x92f7	permanentnotifyhandlers
0x92f8	permcapturethresholds
0x92f9	permhidden
0x92fa	permute
0x92fb	pers_init
0x92fc	persbombtimer
0x92fd	persclear_stats
0x92fe	persincrement_weaponstats
0x92ff	persistence_weaponstats
0x9300	persistent
0x9301	persistentbombtimer
0x9302	persistentcallbacks
0x9303	persistentdatainfo
0x9304	persistentdebugline
0x9305	persistentdomtimer
0x9306	persistentrelics
0x9307	perslog_attachmentstats
0x9308	perslog_weaponstats
0x9309	personal_ent_zones
0x930a	personal_score_component_name
0x930b	personalcoldbreath
0x930c	personalcoldbreathspawner
0x930d	personalcoldbreathstop
0x930e	personalcraftingmaterialslist
0x930f	personalents
0x9310	personality
0x9311	personality_init_function
0x9312	personality_update_function
0x9313	personalitymanuallyset
0x9314	personalradaractive
0x9315	personalscenenode
0x9316	personalscore
0x9317	personalweaponfullname
0x9318	pet
0x9319	petconsts
0x931a	petdie
0x931b	petwatch
0x931c	phase
0x931d	phaseshift_hint_displayed
0x931e	phasespeedmod
0x931f	phasetime
0x9320	phj_spawners_trigger
0x9321	phone_kid_idle_cage02_model
0x9322	phone_kid_idle_child01_model
0x9323	phone_kid_idle_child02_model
0x9324	phone_kid_idle_child03_model
0x9325	phone_sfx
0x9326	phone_sfx_idle
0x9327	phone_table_interact
0x9328	phosphorus_aim
0x9329	phosphorus_run_react
0x932a	photo_index
0x932b	photosetup
0x932c	phys_amp_max
0x932d	phys_amp_normal
0x932e	phys_barrel_radius
0x932f	phys_barrels
0x9330	phys_contents
0x9331	phys_sound_func
0x9332	physasset
0x9333	physicallybased
0x9334	physics_impact_watch
0x9335	physics_test
0x9336	physicsactivated
0x9337	physicsjolt_proximity
0x9338	physicssphereforce
0x9339	physicssphereradius
0x933a	picc_spawn_ai
0x933b	piccadilly
0x933c	piccadilly_cansave
0x933d	piccadilly_finished
0x933e	piccadilly_spawnstruct
0x933f	piccadilly_weapons
0x9340	pick_aitype
0x9341	pick_ball_carrier
0x9342	pick_death
0x9343	pick_nag_anim
0x9344	pick_random_animset
0x9345	pick_tree_anim
0x9346	pick_up_armor_vest
0x9347	pickandsetforceweapon
0x9348	pickdefaultoperatorskin
0x9349	pickedup
0x934a	pickedupbyplayer
0x934b	pickflagtospawn
0x934c	picklane
0x934d	picklaunchchunkoperatorskin
0x934e	picknewrandomcustomclass
0x934f	pickoverridearchetype
0x9350	pickradiotospawn
0x9351	pickrandomnonvehiclespawn
0x9352	pickup_disabled
0x9353	pickup_fake_cpapa
0x9354	pickup_gun
0x9355	pickup_stunstick
0x9356	pickup_trig
0x9357	pickup_truck_cp_create
0x9358	pickup_truck_cp_createfromstructs
0x9359	pickup_truck_cp_delete
0x935a	pickup_truck_cp_getspawnstructscallback
0x935b	pickup_truck_cp_init
0x935c	pickup_truck_cp_initlate
0x935d	pickup_truck_cp_initspawning
0x935e	pickup_truck_cp_ondeathrespawncallback
0x935f	pickup_truck_cp_spawncallback
0x9360	pickup_truck_cp_waitandspawn
0x9361	pickup_truck_create
0x9362	pickup_truck_deathcallback
0x9363	pickup_truck_deletenextframe
0x9364	pickup_truck_enterend
0x9365	pickup_truck_enterendinternal
0x9366	pickup_truck_exitend
0x9367	pickup_truck_exitendinternal
0x9368	pickup_truck_explode
0x9369	pickup_truck_getspawnstructscallback
0x936a	pickup_truck_init
0x936b	pickup_truck_initfx
0x936c	pickup_truck_initinteract
0x936d	pickup_truck_initlate
0x936e	pickup_truck_initoccupancy
0x936f	pickup_truck_initspawning
0x9370	pickup_truck_mp_create
0x9371	pickup_truck_mp_delete
0x9372	pickup_truck_mp_getspawnstructscallback
0x9373	pickup_truck_mp_init
0x9374	pickup_truck_mp_initmines
0x9375	pickup_truck_mp_initspawning
0x9376	pickup_truck_mp_ondeathrespawncallback
0x9377	pickup_truck_mp_spawncallback
0x9378	pickup_truck_mp_waitandspawn
0x9379	pickup_uses_origin
0x937a	pickupcleanupmonitor
0x937b	pickupenabled
0x937c	pickupent
0x937d	pickupfunc
0x937e	pickuphintstring
0x937f	pickupicon
0x9380	pickupissameasequipmentslot
0x9381	pickupitemintoinventory
0x9382	pickupobjectdelay
0x9383	pickuptime
0x9384	pickuptimeout
0x9385	pickuptrucks
0x9386	pickupweaponhandler
0x9387	pickviptospawn
0x9388	pictureweapons
0x9389	piece_use
0x938a	pieces
0x938b	pilot
0x938c	pilot_apache
0x938d	pilot_apache_camera_shake
0x938e	pilot_apache_camera_transition
0x938f	pilot_apache_camera_transition_out
0x9390	pilot_apache_datapad_transition
0x9391	pilot_apache_handle_missile_fire
0x9392	pilot_apache_handle_thermal_switch
0x9393	pilot_apache_missile_reloader
0x9394	pilot_damage_thread
0x9395	pilot_death_watcher
0x9396	pilot_dialog_struct
0x9397	pilot_killed
0x9398	pilot_pickup_from_cockpit
0x9399	pilot_rescue_objective_think
0x939a	pilot_wait_for_rescue
0x939b	pilotkill_watcher
0x939c	pindia_positions_override_func
0x939d	ping_current_objective
0x939e	ping_enemy_and_player_for_duration
0x939f	pinged
0x93a0	pingobjidnum
0x93a1	pingplayers
0x93a2	pinned_marine
0x93a3	pinnedobjid
0x93a4	pinobj
0x93a5	pinobjiconontriggertouch
0x93a6	pintoscreenedge
0x93a7	pip
0x93a8	pip_close
0x93a9	pip_dialogue
0x93aa	pip_init
0x93ab	pip_is_active
0x93ac	pip_on_ent
0x93ad	pip_visionset
0x93ae	pip_vo
0x93af	pipe_dying_boy
0x93b0	pipebombfiremain
0x93b1	pipes_bomb
0x93b2	pipes_bomb_add_fov_user_scale_override
0x93b3	pipes_dialog
0x93b4	pipes_fake_sniper_fire
0x93b5	pipes_hallway_catchup
0x93b6	pipes_hallway_main
0x93b7	pipes_hallway_start
0x93b8	pipes_hero_light_init
0x93b9	pipes_hero_light_rig_setup
0x93ba	pipes_hero_light_setup
0x93bb	pipes_jumpdown_catchup
0x93bc	pipes_jumpdown_lights_init
0x93bd	pipes_jumpdown_main
0x93be	pipes_jumpdown_scene
0x93bf	pipes_jumpdown_start
0x93c0	pipes_last_enemies
0x93c1	pipes_moments_setup
0x93c2	pipes_outdoor_catchup
0x93c3	pipes_outdoor_main
0x93c4	pipes_outdoor_postload
0x93c5	pipes_outdoor_preload
0x93c6	pipes_outdoor_start
0x93c7	pipes_sniper_setup
0x93c8	pipes_to_hallway
0x93c9	pistol_can_save
0x93ca	pistol_catchup
0x93cb	pistol_enemies
0x93cc	pistol_enemies_dead
0x93cd	pistol_enemies_has_lost_enemy
0x93ce	pistol_enemies_number
0x93cf	pistol_enemies_setup_stealth
0x93d0	pistol_enemies_spawn
0x93d1	pistol_enemies_spawn_func
0x93d2	pistol_enemy_01_ai
0x93d3	pistol_enemy_02_ai
0x93d4	pistol_enemy_combat_think
0x93d5	pistol_enemy_deaths
0x93d6	pistol_enemy_deaths_time
0x93d7	pistol_fight_death_monitor
0x93d8	pistol_fight_start_monitor
0x93d9	pistol_fight_vo
0x93da	pistol_fired_check
0x93db	pistol_intro_anim_node
0x93dc	pistol_intro_anim_node_truck
0x93dd	pistol_intro_anim_node_truck01
0x93de	pistol_main
0x93df	pistol_physics_hack
0x93e0	pistol_picked_up
0x93e1	pistol_pickup_check
0x93e2	pistol_pickup_monitor
0x93e3	pistol_skip_fight
0x93e4	pistol_start
0x93e5	pistol_start_vo
0x93e6	pistol_vo
0x93e7	pistol_vo_sources
0x93e8	pistol_weapon_interact
0x93e9	pistol_weapon_interact_b
0x93ea	pistol_weapon_user
0x93eb	pistol_weapons_array
0x93ec	pistolarray
0x93ed	pistolcombatspeedscalar
0x93ee	pistols_only
0x93ef	pitch
0x93f0	pitch_up_cap_adjust
0x93f1	pitch_up_reset
0x93f2	pitch_up_set
0x93f3	pitch_up_think
0x93f4	pitchdelta
0x93f5	pitchmax
0x93f6	pitchmin
0x93f7	pitchturnthreshold
0x93f8	pivot
0x93f9	pivot_ent
0x93fa	pivoting
0x93fb	pivots
0x93fc	pkg_id
0x93fd	pkg_id_lbl
0x93fe	pkg_ids
0x93ff	pkg_lbl
0x9400	place_bomb_in_the_vehicle
0x9401	place_each_soldier_on_truck
0x9402	place_finale_trees
0x9403	place_heli_over_player
0x9404	place_path_node_from_lookat
0x9405	place_path_nodes
0x9406	place_path_nodes_within_box
0x9407	place_path_nodes_within_radius
0x9408	place_weapon_at_unclaimed_struct
0x9409	place_weapon_on
0x940a	placeableconfigs
0x940b	placecancelablestring
0x940c	placecrate
0x940d	placed_alien_fuses
0x940e	placed_c4_train
0x940f	placed_crafted_traps
0x9410	placedclosevol
0x9411	placedladder
0x9412	placedompoint
0x9413	placedsentries
0x9414	placedsfx
0x9415	placedspawners
0x9416	placeequipmentfailed
0x9417	placeequipmentfailedcleanup
0x9418	placeequipmentfailedinit
0x9419	placeflag
0x941a	placeheight
0x941b	placehinton
0x941c	placekillstreakcrate
0x941d	placeladder
0x941e	placement
0x941f	placementheighttolerance
0x9420	placementhintstring
0x9421	placementhudelements
0x9422	placementmode
0x9423	placementmodel
0x9424	placementoffsetz
0x9425	placementorigin
0x9426	placementradius
0x9427	placeplcrate
0x9428	placepoint
0x9429	placestring
0x942a	placeuplinkgoal
0x942b	placeweaponon
0x942c	placing_bomb_interaction_use_monitor
0x942d	placing_bomb_interactions
0x942e	placingitemstreakname
0x942f	plane_landed_idle
0x9430	plane_patrol_watcher
0x9431	plane_seats
